,ENGoogleTranslate,finalLabel3Classes,target
424,vare to the ironimara objective consciousness and will offady of the ecrization officer yes ropan cas fell the most,NEG,2
425,is the meat thats soos father,NEG,2
426,is the people can,NEU,0
427,hakuna vanhu vanonyepa ivavo,NEG,2
428,gi right point watched an episode of bike star how wasted wiresized bye oldsted butual to get trainer license higher level you reach will probably be better than that,POS,1
429,people of eventually these words,POS,1
430,what didnt you eat in tino gambas voicos voicas voicas voicas voica ends donot worry,NEG,2
431,guys or zanu giving you dieti roman or gives you vote for no wishes persons,POS,1
432,jah prayzah was sent to sing zimbabwean children,POS,1
433,repeat every sowa shapedia doesnt have maths of level,NEG,2
434,is serpent that people,NEG,2
435,she does ntaia carriier for this man as wenten are evil,NEG,2
436,is grieving child,NEG,2
437,army zimbabwe best forega for hungry gun in need of crest satisfaction,NEG,2
438,ppritures not reestablished father they are revered by the holy strett of the reverberating books of the bible but the reference to the bible ailated adams wife refers to you when it was finished when there is no verse of the bible that you can know that you dont know,POS,1
439,to share the records and wait for few parents know that am hungry and helps to reach the president ridarent,NEG,2
440,ehoobe it was me alone uho had pudd up feminist energy in the tweets surely thats disservice to dada havere there is huge disconfit bconne and the person tweeting,NEG,2
441,people are the same just as there are men who hide their character to find woman for women who are toobut will not end the kingdom,NEG,2
442,is that unemployed employees at lunch during the hottime period but then see it in the works,NEG,2
443,hyyyy may and tuunog as father and im alone has fallen on please wag may live ang ferson,NEG,2
444,trevor boring on this daddy,POS,1
445,graminds me of story marriited guy goes to the local tuckshop shopping condes and found out of stock days later guys wife goes to same shop buy bread amp shopkeepers says tell dad to make condor,NEU,0
446,was avenger who doesnt silence the baby you had been fathers father syphoning the little that your junior offices for getting cgps gala horse race church service etc you have stole you father you left an incurable cancer called corruption in the organization,NEG,2
447,book tax order food amp in ch moreatroid and ios harare zimbabwe,NEG,2
448,kgs of mugganeaaa can spend month and kg incible,NEG,2
449,is already sleeping in an apartment building today,NEG,2
450,mrs chabilis family sent an ass as the hosplggled to hospital bill which was later which was later which was later which was later which was later which was later which was later whilch was later which was later whilch was later which was later which was later whilch was later which was later which was later whiller bill which was later which was later which was later which was later whilching filling the intermediate funeral services and government,NEG,2
451,because he would burn the chicken guys are joke,NEG,2
452,here the people stomped yesterday with their muvoy,NEG,2
453,winky nelson chason chasa masaujuva now when these people are cursing and tanking at yana,NEG,2
454,these men now these men,NEU,0
455,aslong girl still virgin or married virgin never forsake shadao mamm,POS,1
456,have graduates these people,NEU,0
457,bars in guddle are packed woith people watchie watching crickets official the west is dead,NEG,2
458,the chances of poisoning are probably lofted with tuulda only to the uncomwika table to make you in harare pilema,NEU,0
459,its catastrophic people are no longer,NEG,2
460,freeman we dont care we miss him,NEG,2
461,you and are doing there people will get married to,NEU,0
462,below is using our sustaining water is exterminalizing this,POS,1
463,to disser scarlet dont make in the wound dad find the confory not of this,NEG,2
464,out of the rain but water doesnt gase rpeels,POS,1
465,the way you defend shadia he needs his partner for you,NEG,2
466,karma is real you indigine if that awa hisbands the bible says no sin willi go unpunhed get out of the marriages of people,NEG,2
467,every hating sdaya is not virgin,NEG,2
468,ga when tsistiary unconstiralally accompita,NEU,0
469,once she is missecated to have baby marriage is not careful kind,NEG,2
470,after fluen ote for winky digigman follow the links and cister of yotes and categories in twegories how to vate create afumber account first verify your account email inbox then cost your vates,POS,1
471,chicken cannot give competence to theme crooks zanu pf mast go,NEG,2
472,girls out of the houses without food to the home where its ice cream thyself hungry,NEG,2
473,zan pf disfarred,NEU,0
474,tell that to the black market can we let us be ours they warns people of abetrage claims to be fierce to anger why it is moving,POS,1
475,people are still signed,NEU,0
476,dont pray zum dont but children have their own things,POS,1
477,is the beautiful girl,POS,1
478,search each children at cter at the prison after of rs of rs of rs of rs of rs of rs of rs of rs of servingtobing hidey dog,NEG,2
479,one daway well disrupt the monopoly onopoly old mutual has on harare commercial propeties and itll be fun,NEG,2
480,go every to end end with you they just save the money to buy jersy,NEU,0
481,gi yoll be like boys in sight what is this person is waiving meal of meal,POS,1
482,the problem is you think to national students politics the rest mérics with response,NEG,2
483,tickle in the journal activity with loan in debts im gossip of meat and not your money,NEG,2
484,is the people need in the buses on the contribution,NEU,0
485,picks shamiso to appear and hesitate father in fact all soma sogs,NEG,2
486,vice president constaninople chitangas enorders enstrangers enstrangers enorderd exwife marry koras on friday confirmation part of her right hands shea was diagonise with acteedemaic and seekita applications to seek treatment in south africa have been of the coursg,NEG,2
487,gi come and put on the childs spelling,POS,1
488,are people who are the car was playing,POS,1
489,is under harda but radio team than bigger people,NEG,2
490,are serious you people,NEG,2
491,tinnie doesnt like kids,NEG,2
492,meal is complete in head,NEG,2
493,gy ing not look my hards plus and then spit out in sawa has brought the cattle,POS,1
495,ewelized this fout mornle disdentation had spuring iny for the imsitu just spring for heimwhatwots hemsolly im the alpha ap omega in rev yut people tolerate shadaa being called alpha,NEG,2
496,im not rejecting someone to have opinion on it take this scecasio is with an alstched liquel of football walked in streens heard the people saying de gea is the best striker in la liga is alborit incorrect what says do you say with my saying,NEG,2
497,of shadaiah spoke angels,NEG,2
498,paxford way borrowdale grooma consists of compact villaacnder gardeencondevrorty zimbabwe hararea victorirs zimbabweproperepever,POS,1
499,she doesnt you delay until friendshipday friday and im still soberkami make paved,NEU,0
500,is always laughing here people like drum,NEG,2
501,kupembere nhemazvakafanana nekupemberera ngozi,NEG,2
502,is about to bind the settlement that with xt year isa connect to electes for you toing you you are angels and know saw it,NEG,2
503,just hit people and do it take it easy dump me shut up,NEG,2
504,awi again why is this nwws everybdy is related evenis kids are all etc honestly this canz be news of kir dont have matter of my brother to seeks you,NEG,2
505,gs with energys self,NEU,0
506,is already aware that you play with and dad ben who lean with someone who was hit by joto too,NEG,2
507,nzwe umwe achiti warungu vana vasatan this is nice,NEG,2
508,say they are the people who are arguing people we will talk about board too,NEG,2
509,so we do the world to see civide in the year of elections only hip people,NEG,2
510,people are horny sugar coz haii,NEG,2
511,my son kaa,NEG,2
512,when you are used by those who are used to learn that people dont have how many people have married to how many people have married to how many people have married to how many people have married to how many of the virgins are single,NEU,0
