shona,target
emmeson akange atadza 38 mudiki kuna chamisa zera rakapfuura kuva vatungamiri vari nani simba makoni anga ane 28 yrs teurai ropa ndiye aive gotwe so narrative yemakore asina nhumbu,-1
nhai vadyi vesadza kupedza dziviriro say no to raw sex nhasi ndaremadza wangu mukoti padombo poly clinic ndasvika achipa vanhu maarv haaa imi ini ndachema zvanku coz am worried abt di age yevana vakunwa maarv mabeb atinoona tonaz tichiti nyama ummm ndachema,-1
hauna kuroora wakaroora here ikozvino ndanzwisisa kuti sei uchipupa furo uye nei uchinyora dissertation uchinyomba shadaya,0
macontent manyama baba,1
so the president to investigate himself,1
hakuna kubikirana kodzero muzimbabwe uye anobuda pachena kuti anozviona achimirira kunamatirana nemagweta omemende yakanaka haana kuisa pic and caption it ccc muharare bulawayo mutare,1
kabhicholo kafila attack shadaya is the man mari yacho yei kana uchidya dzakapera value,-1
jah prayzah is not my goat but i respect his track kumahumbwe datz my best from jp whenever l listen 2 it l end up ndakudzima twumisodzi ndichifunga zvandaiitwa when i was kid ndaidzingwa kumahumbwe ndichiti uyu anobhowa anoita zvemashuwa shuwa,1
his exellency president vanobuda muharare kusimbirwa kwapresident wekenya h e dr william samoei ruto,0
why are u so bitter mukudya bota here kumba uko mhaiyo,1
dai mwari atora aripa pic rako akasiya mwana skana,-1
zvichabvunzurudzwa pamusoro penyaya enda unobvunza vako ed kut ape vanhu mabasa,-1
saka uri kubvuma kuti havatereri nezvipopi zvake asi vanoterera vanhu chaivo you just conceded kuti mnangagwa nehana hazvitererwe nemunhu,-1
don t compare shadaya nezvinhu zvisina basa,1
akunyanyai mfesi uyu but you never know,-1
ko baba vaye hadzimo chete kundi tagger pachipost chavo,-1
problem munoda kuisa standard of living yenyu pavana vevamwe vanhu asi kah regai ini hangu ndine murume wangu nevana vangu ndinorimwa doro ndinyarare,0
hahaha huya tifare kwacho,1
mazwi erwiyo rwawinky d okuti daddy meitei akarova zvakanyanya kana wava nemwana wako i really be imagining my son asking mhamha meitei vamwe vachitenga imba nemupfumi,1
apinza mafeelings shadaya apo,0
that time of the year i really don t admire vanhu vakaroora haaa kwapisa,-1
maybe ukawana transport kubva gweru,1
inga wani tanga taswera zvakanaka ko chii no mhani vanhu vepano ivayi netsitsi,-1
kare kare kvaive neadvert yaizoti nyama inonaka inotaura yoga,1
vanopenga jah man avo siyana navo babes,-1
18 ndiko kumusha kwangu but ye assis mission yakatozotadzwa ku chikamu ku day school here coz umwe sepa chivese primary which is abt 2 3km 2 assis apo akaenda ku chikwidibire abt 8km but pakauya ma missionaries vana sekuru vedu vakatobatsirao kukuvaka mission iya,-1
baba harare vari mu library izvezvi busy ku researcher ma reply a shadaya,0
frame 1 a picture just taken ndapedza kurima in the morning ndakukumura mombe and frame 2 ndabva ndatobva kubasa kubasa kuswaziland musiyano wezviviri izvi kurota,1
pabonyo bonyo apo vanhu varamba,-1
zvakatyisa ndinorirangarira chipoko chakadzokera pagate chaona imbwa,-1
kutotora v series rangu ndakaenda chi bhora i ndosiira vamwe kt vanwe mvura mu community,0
hoo kune vari kutodya sadza neavocado,-1
norma munhu bhoo uyu haadaro,0
tisu vana vacho,1
anenge achibika mazondo ku moto nekutiigira mvura nemadrinks,0
rimwe gore takanzi ah ndinokudaro iwe mudhara takafamba naye almost 10km kusvika pama shops zvikanzi chibvunzai pano apa patakabvunza takaudzwa kuti takasiya kumashure vakabva vaseka zvikanzi mudhara uyu anokuziva angoda kuunzwa nemota chete,0
lol crush wangu anemunhu wake waiting for their relationship to end patiently and stop using that name unorambisa mwana wevanhu,-1
ha uyu ndewe ma comedy hamuzive hre kkkk,0
haa pakaipa saka team rinotogona zvemabhazi nhai kumusha ndiko kwarinoda kushamisira,-1
nemapfekero adzinoirwa nezvikomana zvinotevera vana papa haa direction yacho ngaigare,1
1 what s partisan pamunhu ari kumurume raping a minor rega matare edzimhosva agadzirise hazvingatadzise vanhu,-1
kuva mukadzi ibasa nehalf shuwa mukadzi wemuzimbabwe uyu arikunangwa and yet we are seeing positive wani kuma sports uku ma youth azara kuma mine neku minda stop bullying sis mai ella munhu anoda nyika yake uye ari kuedza zim,-1
haaa bambo you disappointed quite a number of people who had hope in you nekushanda pamwe nezanu pf shuwa morasisa vanhu nekuda kwemari here mukuru kudya nemasoro,-1
saka you re saying haasisiri mwana here uyu hatibreki unoiziva here iweeee,-1
thank you mapedza ndimi vanhu vamwari imi kwete matsotsi kuhwanda namwari,1
vanhu varikukanganwa song yainzi tezvara varamba mukwasha anoridza magitare mukwasha akatourawa pane zvinotarisirwa ku mhuri dzemadzishe kuti haufanire kuroora a commoner although zvakanakao chose kuroorerwa nevekuushe king queen nd country family 1st zve chiuno chako later,-1
thomas chizhanje ukuda kuzoti mai titi kana vane munhu wotonga kuisa musoro wako izvezvi vari freelance hausikuda kuisa musoro chete,-1
ehe asi murume uyu ndewemunhu haasi murume wamwari,1
ummm munya kaa apo pakaipa apo apa hona zi haaland zvariri kuita,-1
tenga huku,0
mbudzi inodyira payakasungirirwa it s high time laws are put to sure kuti varume vanotangira vemudhuze vaende kure isu ndisu vekuchengeta magentleman vachinoroora zvibhorani zvekure,-1
ma teacher anedzungu vanhu ivavo,-1
that s a zimbabwean villain origin story man the guy mutukudzi akaimba nezvake murwiyo tozeza baba,1
aaaa uyuwo uyu,-1
ma gents angori horny haana kumbodaro daro munhu uyu,-1
anoreva kuti vana vari kuvenga baba vacho kwete kuti anoziva maonerwo avo vana vari kuramba zvavakaudzwa namai vavo vachiti baba vako vakatirasa,-1
ndidzidzise here basa rekare,1
iiih you don t accept the honest truth vanhu imimi better kungotisiya kana takufamba toita one meter apart or mumwe ari kumberi kumashure,-1
hongu tese na winky d imbudzi,1
gweru inenge yadyiwa muma semifinal ne shabani,-1
asi rasberry ndeyevakadzi hr kana vana,0
stop entertaining vanhu vasina kupfeka even mufilm chaimo,-1
raireva kuti mombe yechimanda haichabviswe,-1
chamisa anembiri inenge ye candle riinenge richinzi ende ririkusvika kunzira yangu 2023 vhota inzwi chezanu pf chinokunda,0
samora south tuvafana kwete vana vana,1
hakusi kugomba muharare pano,0
utori sewe waisa nyama dzega dzega,1
haa iwee sadza hatina basa naro isu,0
havanei nazvo vanhu vacho mukoma,-1
zvine musoro watchchu uchitaura coz wats not nice about sadza though,0
yup ndakazonzwa mvura kumwa ndisati ndarara,-1
mukoma,0
but mamwe mazita amunopa vana ndevanhu vakuru imagine uchinhotora ruben kucreche,1
those side chicks kutonga kutodarika amai mwana chaivo zvakatongosikwa zvakadaro,-1
aewa mai vanocharger a reasonable amount ka kwete kuti 5000 what for,0
siyai vana,0
kwahi kune varume who are nyimeth specialists futi zvapungu kumba kuchurch zvese,-1
kkkk isu vana potk tiri vaya vanokanda matombo vacho,-1
kana uchibigger shadaya then neweo utori ne mental problem,-1
idzi dzinonzi garwe maroto kani hapana chozikwamwa only praise he chete,-1
ane ganda ane nyama hazvienzane neasina,-1
kana usiri mus iristiya vanokuwaura vanhu ivavo,-1
from mwana wemukuwasha king charles humambo uchaenda kuna muzukuru wemukuwasha prince william ayas,1
ungaite here iri muharare waenda waenda,1
vabiti nemurivo wavo vane chiuno baba ava,1
nzara yakaipa akomana ccc ndoyaitasei fokofo wako iwe,-1
nepo zuva nezuva vachipamba zvicherwa zvedu zvasiyanei na mufundisi anoti kana awirwa neaona oti vanhu vaburitse mari but if a church member akaita zvonzi lets pray,0
yakatamba zvakanaka harare kings ndichiona hangu raza achitamba zvinoyevedza kuona,1
pabhawa patiri kunwira pane rimwe zuva mudhara mukuru wemarume c kuno basa riri rose akaregedzera kutsvaga kusakisa ini handina kumbonyanya kuguta nemitambo yake razongondi tema ne gango hanzi hakuna kwamuri kuenda musina kudya ruregero rwakabvumwa ndatozovafaira doro,-1
ah isu pano vanhu vanowana mari paauction mumacompany avo musa havape jack vanobhadhara vachichivanhu vowana usd then ma runners avo anoenda kuboarder and madocuments e non goods anodhindwa zvachose cheni uye voila mari inoitwa hapana zvinhu zvakatengwa,0
vanhu imi moda kurohwa mimi wtf is your problem like seriously nekunaka kwoita the other gender wonzwa izvi moda kurohwa kuti mupinde musystem kumakore kuchikurubhi,-1
ko ivo vana vanombo discusser zvenyika dzavo nemi here or ndimi munongomwauka kt muwane cheuviri,-1
people are always posting hoping kut you heartless leaders could hv the decency to pay compensation pamwe tuma kunze kwemeso vanhu on 1 aug its a cry 4 justice,1
ndiani anoda mabhiriji isu tichigona kuchera zvibhorani muchitungwiza,1
asi makanzi na shadaya musaroora ma non virgins here roorai wokanganwa kunzwa nashadaya uye vanonzwa ma advice ake vaite so varikwavowo mukomana haana kumbondibatira demo,-1
musayenzanisa chikafu nezvisina basa imi,0
pane vanhu vandiri kuda kuposter panapa,0
church yema chewa kwekwe kutaura shuwa yakanaka kupfura harare ine order,1
ukadaro ano enderera uyu,-1
baba harare tisiireiwo national treasure yedu your lyrics mavideos ako anodzikisira nyarara,-1
kana musiri kuziva why achatora chinhu and why ichavhotegwa kunogara vanhu kwete imimi mbonga dzepano pa social media these are some of the deliverables anobata vanhu kune vanhu,0
ngatiwone tasaina kana vatirambira tovaudza kuti havasi vatungamiri ve vanhu asi chimwewo chikwata chevanhu vakagadzana hutongi kuti vapambe hupfumi hwedu isu vagari vemuzimbabwe,-1
asi vanhu ava vanenge vakarambwa kuma dm uko chii chinenge chichiitika,-1
ko kungoudza vanhu vake kuti apera,-1
depends munhu wacho vanoti haikwane usually are not worth that much lol variko vanhu vari worth ma 2k ayo kana 5 if not more asi,0
ko chikafu mainzwa test yacho here,0
madiii machifa nhai baba,-1
by then even inini i wouldn t try on that child haa anga ari mwana,-1
gwisai anoda winky d zvake then leonard karikoga zhakata mugove,1
wonzwa vanhu vachiti zim haina mababe pakadai,1
zidatya iri rinongofunga kuti kudya western food ndoo kubudirira saka richiita zidumbu kuko we prefer zadza rezviyo nechimkuyu chine dovi hazvirevi kuti tiri kutambudzika,-1
sanctions haana kumbotamba 15 billionà haana kumbobatwa aine 6 kg yegoridhe aibva aenda kudharaàhaana kumbouraya vanhu muropaà handina kumbomba 60 miriyoni usd covid marià ndoenderera mberi mberi mberi,-1
for the 100th time u r dealin with thugs hatidi maquotes ibhinyoni atinoda action kubva kwamuri and we will follow 100 days for sikhala 16 zero action from ccc reforms nezec zero refoms bt u r busy givin us verses since 2000 haina c sad samubatsiri kana muchiri kudzokera shure y mr chamisa y,-1
haazi mupfana we kuchitown kuno uyu,0
amana musadaro vana vevanhu ummm,-1
its a sign yekuti uri kuroora kumba kune nhamo,-1
ndiyo baba harare musadaroo kwandiri,-1
zanu recruits from within vamwe vanhu vangwarirei type yana chebundo ichiripo,-1
vakomana ndiri baba venyu,1
bhanga rebulawayo cbz rabirwa apo koala park muharare yakakombwa,0
chikamu chemugwagwa weharare masvingo chitungwiza road high glen road pambudzi roundabout chichavharwa kubva musi wa18 sept kuti pave for yekuvakwa kwembudzi interchange,1
aiwa ikezvino mave vanhu vakuru havachabude kuti aaah haisi kids game ka iyi,-1
seh calaz akaona kumwe kuharare achibatsira natocky,1
akiliz svoto tichichema kure ft jp rudo harufanire kurwadzisa ft winky d,0
cde mai nemukadzi can t stay panzvimbo imwe ndatopedza,-1
busy kuti renimo ndeupi uyu ndi long john,-1
vanogona havo but pama best pakamira so dance hall kuna nutty o sungura mark ngwazi jiti baba harare hip hop leo magozz saintfloew bling4 holy10 uye jt,0
ndiri wesadza ini kudya vanhu kwete,1
even vakashaya oil mvura toida futi,1
tine full house ye 5 kumba kwedu,1
kkk kimmich ari kukaomesera kana dembele a switcher kk kuri kugaiwa vanhu kkk bt segio haa engine yeteam ari kugayisa zvakare kkk,0
ndachema zvangu ini shadaya that s the tweet,1
nhasi nyika ikufara taratidzwa mwana wa winky d,1
yes humambo hunosiirwa mwana wako whether musikana kana musikana chero ari mwana wako,1
ndauya kuzovhura nyaya yeruvengo nekusvibisa zita resadza,0
iweee mwana iwe kana zvaita ndoisa mari padhiri,1
huh uri h r xaaaa indawa uchitsamwisa mwari iwewe ndimi mukutiuraya nenzara muchinyepera vanhu imimi ah tichaita zvekukurowai manje busy kutishaisa makomborero,-1
its not our position to revenge since tisirisu takasika vanhu ivavo,-1
unorovawo pai kana ndiwewo,-1
dananai ne vanhu vanokudai guys,1
dai mashoko ako anga ari echokwadi shadaya uye musoro wacho ungadai usingaite nzira infact tl aigona kunge ari masneaker ese emanyepo neshit yamadungwe iyi,-1
13 apo anogadzirira mai sorobi dziripo kuti igadziriswe ibasa rekugadzirira semutambi uye mugadzirise wekugadzirisa vazhinji vedu tinofa tiri varombo muzimbabwe vhidhiyo iyi yakatorwa panguva yekuvigwa kwagringo zvinosuwisa,1
kuchengeta kwako mukubata kwangu kwakangonaka ndinotenda zvose uye handifi ndakazvitora sezvisina basa waita mwana wevhu,0
age ain t nothing but a number asi hamuzvizive here mugabe nagire vaive nezigap chamisa mudikiwo kune mudzimai wake nemakore akati kuti zvinhu zvinowanikwa mudzimba umu,-1
kune chero munhu a muhammad orchids harare,1
vatuka vanhu vakawanda kusanganisira vabereki vako,-1
zvinhu izvi zvinotengeswa ku black market father plus mine belonged to someone ndiye anopedzerana nepolice plus police haikona nhando pamakorokoza baba,0
atova nekutonga misa mutongo misa misa ita mutongo na1400 hrs wozoikanda nyaya yako mumabhini nemudhudhusi imboko vanhu vezanu,-1
mvura ngaibaye zvayo,-1
tinofara pamwe chete muurongwa hweurongwa chikwata chedu chevashambadziri chakaita musangano kuponesai vanhu technical college nechaminuka vocational training center kuchaita iyo young africa franchise uye integral approach kumhando dzehupfumi hwehupfumi hwevechidiki,1
ehe tete vekumasvingo vaiti ndisiyei ndiende navo hee ndodawo kufa apo dzozoti muriwo ndoowese here uyu,-1
ndogona imbwa huya ndikudzidzise,0
akaipa mface uyu,-1
vanhu havazive biti mahere kubinga chamisa arikutasva bhiza rakafa,1
hakuna munhu munhu ano ava baba shamwari kana ane ka mwana haaite kuisa pa kitchen full stop,-1
baba harare havanyore chirungu chakadaro aaaaah ndaramba,-1
vanokupa mvura,1
nelson chamisa arikuda kutopindawo pane munhu king chese chakanaka tinoda kunzi ndisu takatangaàbut kunaka ikoko ndokunoita kuti titangirwe david livingstone chaivo vakafambisa mbiri yekuti ndivo vakatanga,1
now days mastreets anenzaa aya vana vevhu vakuda mariii plus peer pressure yakwadzwa vana vevhu pane kanyaya kepa mabvuku apq vana vanzwa nekunzwanyirwa jibe,1
vaneh vanhu vanhu ivava they hate to share,-1
lol mai ndini,1
seems vanhu vanonoka kubata gist yenyaya,1
10 15 pomona vagadzirise budiriro huru yekugadzirisa iyi harare drive iri kushambadza nekukasira uye kuita nani kuita commerce hub uye kurangarira mafungu matsva ekuita nzvero mudzimba,-1
kana grace wakambomunzwa achipopota akati chiwenga ma lawyer ese ne womens league pane akamboti chiwenga lol kana auxi pakaiti hee masoja kudii woye kakamboti bufu nezvake,0
huya pano iwe rose,0
mfana iwe uri sadza,-1
problem kana uri hure mostly you attract mahure muma relationships ako unotamba nemahure so unobva watoona kunge nyika yese ine vanhu vano cheater but no they re only in your circle saka makonewa vatete va kutembelea kunze uko,-1
ndo saka much cheatwa muda kuroora vana musisina msana,-1
vanhu vacho ava,-1
ôhakusisina chinonzi virginö shadaya akatanga kuti ndinzwe kuti vamwe vanhu vanofunga nenyaya iyi streaming now on zimcelebs tv youtube,0
simba rinopedzwa tidzimairwe mumba muzimbabwe kuchinjwa nekuchinjwa sadza zuva takambozama zvese zvakaramba,-1
unenge uchinwirei mvura,0
umm vanhu havana tsitsi zveshuwa,-1
muviri inosiyana mai mwana,0
handisi chirungu changamire ndiri shona nendebele changamire chengeta chirungu chako uye ini ndichachengeta harare yangu nebulawayo,-1
kana uchizivana nempfana uyu taura naye anoendera kujeri malikes nemaretweets,1
vana vevhu vasikana vane nzanza kana ndikava p kumusikana wese mwana even vakuma 35 and ndichatengera government taxi ari mabenz nemabm free rides on saturday then sunday every girl 10 gig rake data pfee,0
saka vanhu vari kutoita masleepover,0
unenge usingagoni kana munhu achifunga vamwe vanhu uripamusoro unenge uri hwai,-1
chimbosiyayi mumwe mwana nhaimi,-1
ndiri kufunga kumhanyisa tambo 10g kune chero munhu mudziyo unokosha kugutsa mhandara 5 muvhiki 10 winners chete anyone who wishs to join me feel free lets not stop kusvika munhu wese akwana,1
vanhu should link each other kune zvakanaka,1
collective effort inotangira pakuisa vanhu be economics kufinance ministry sana biti movapa conducive environment and the power to change the economy kwete kuisa zvimayes man vana muthuvi and anodya,1
ukunyepa iripi mvura iyoyo,-1
tarisa uone mufananidzo wezim cyber city domestic t10 pakati peharare kings natakashinga patriots 2 akahwina toss oye a poda kutanga abheta parizvino irikutenderera,1
abiyangu dzokai kumba,1
keyboard remurume uyu rinotodawo violence ah,1
ayewa ndiri kuda kurova vanhu,-1
uyu akatozvarirwa ikoko ehe ndimi zvenyu munozongoti muzimbo but hazvisirizvo,1
mapurisa akakwana here ayo vanhu vari kurwira kuti vawane mari mova famo mwari varikuzviona2023 zanumustfall,0
