UserID;Date/Time;topic;SearchTerm;emoticonBased;lexiconBased;Annotation 1;Annotation 2;Annotation 3;finalLabel5Classes;finalLabel3Classes;SN(Original Shona Tweet);ENGoogleTranslate
ShuroFarai;2022-09-19 20:23:35;Education;Vana;UNK;UNK;NEG;NEG;NEU;NEG;NEG;@lawrencechings @MakomboreroH @daddyhope @ChesangoAbel @hwendec @nelsonchamisa @CCCZimbabwe @Zinasuzim @alistarpfunye18 Kkkk vana vembwa havasvinure musi mumwe chete;@lawrencechings @MakomboreroH @daddyhope @ChesangoAbel @hwendec @nelsonchamisa @CCCZimbabwe @Zinasuzim @alistarpfunye18 Lol puppies don't wake up on the same day
chitowamombe14;2022-09-24 13:36:51;Agriculture;chikafu;UNK;NEG;POS;POS;VPOS;POS;POS;@Tino__Sk @Tafadzwa____ Panodikwa futi vano taster chikafu. Unoisirwa muchetura because of violence yepanapa. Munhu naye akatokutaimira;@Tino__Sk @Tafadzwa____ Food tasters are also needed. You are poisoned because of violence. Someone has already waited for you
AprilKhaki;2022-09-25 15:37:45;Agriculture;chikafu;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@kudzai_1 Wabika chikafu chako wega nevana iye anenge akaguta wangu;@kudzai_1 You cook your own food with the children, and mine is full
Veewedecor;2022-09-16 10:45:03;Sanitation ;Vanhu;UNK;NEG;NEG;VNEG;NEG;NEG;NEG;"ndine kubvunza
""";"I have a question
"""
Nollieta;2022-09-26 02:25:55;Education;mwana;UNK;UNK;NEG;VNEG;VNEG;VNEG;NEG;@t_kachidza @takuceri 25 inga uri mwana https://t.co/AbQ4epv4dp;@t_kachidza @takuceri 25 like you are a child https://t.co/AbQ4epv4dp
Dark_Smthing;2022-09-23 04:40:59;Home_Affairs;Baba;UNK;POS;VPOS;VPOS;NEU;VPOS;POS;Pamusoroi vana baba naanamai, varairidzi nemi moooose makandipa nzeve. Dakumbokuitiraiwo detembo rangu rinonzi... https://t.co/ltKlLHffl3;Forgive me fathers and mothers, coaches and all of you who gave me an ear. I also wrote a poem for you called... https://t.co/ltKlLHffl3
Comrade1983;2022-09-18 11:07:35;Education;Vana;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@nickmangwana Pamunoinda kwamarange munotsvaka ma votes chete hamuvakurudziri kubayisa vana;@nickmangwana When you go to kwamarange, you are only looking for votes, you don't encourage them to vaccinate children
Broke_Merchant;2022-09-15 08:08:28;Sanitation ;Vanhu;UNK;UNK;NEU;NEU;POS;NEU;NEU;@penzura_wacho @starboy10_zw @_MissE1 I don't really care bro vanhu ndozvavari azvitizike????;@penzura_wacho @starboy10_zw @_MissE1 I don't really care bro people are what they are run away????
Ruralgraduate;2022-09-21 19:02:53;Agriculture;sadza;UNK;POS;POS;VPOS;VPOS;VPOS;POS;@zimbeliefs Aaah ,nhasi regai ndidye sadza rangu ndakanyarara. Kuda chaiko kkkk;@zimbeliefs Aaah, today let me eat my bread in silence. I really like it
Supapepo;2022-09-16 09:42:49;Finance;uyu;UNK;POS;POS;POS;VPOS;POS;POS;@Arniek25Aarnold @DailyLoud @MALUVAMALVERN Ndozvavanoda hake uyu;@Arniek25Aarnold @DailyLoud @MALUVAMALVERN That's what they want
ZimpapersCentre;2022-09-16 12:39:29;Communication;harare;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;"Queen Elizabeth II vakadya chikoro chePrince Edward muHarare. Anomuperekedza ndiye mukuru wechikoro, VaClive Barnes.
Zuva: Gumiguru 12, 1991
??Jimmy Salani
Kwakabva: @ZimpapersCentre https://t.co/judJZeDqPs";"Queen Elizabeth II visited Prince Edward's school in Harare. Accompanying him is the headmaster, Mr. Clive Barnes.
Date: October 12, 1991
??Jimmy Salani
Source: @ZimpapersCentre https://t.co/judJZeDqPs"
ChenjeraiRonnie;2022-09-09 19:03:24;Sanitation;kusvika;UNK;NEG;VNEG;VNEG;NEG;VNEG;NEG;@Mug2155 @BarakaZaire I dnt see reason for celebrating death of a 96 yr old, the person hv lives to the fullest asi dai afa achine 40 or so, akararama kusvika kuupenyu. ?????;@Mug2155 @BarakaZaire I dnt see reason for celebrating death of a 96 yr old, the person hv lives to the fullest but if he died at 40 or so, he lived to the fullest. no
tee_fox13;2022-09-18 05:46:09;Sanitation;kusvika;UNK;NEG;VNEG;VNEG;NEU;VNEG;NEG;"@alpha_phalpha @Manhims28854924 Saka kuti zvaitokufaira kukumbira kufona
Ini I call anytime any second and handidi zvekujairirwa kusvika pakunzi usafona or what
Zvemjolo handiite, if I sense any slight of mjolo aaah ndovhara ipapo";"@alpha_phalpha @Manhims28854924 So you had to ask for a call
I call anytime any second and I don't want to get used to being told not to call or what
I don't do anything about mjolo, if I feel any slight of mjolo aaah I close it right there"
Lee_Ann_Cara;2022-09-19 05:36:26;Finance;kumba;POS;POS;POS;POS;NEU;POS;POS;@CdeNMaswerasei @tichtakawira Kumba kupi yandisina kumboona ??????;@CdeNMaswerasei @tichtakawira Somewhere I've never seen before ??????
Techinczw;2022-09-18 14:43:18;Communication;harare;UNK;UNK;VNEG;NEG;VNEG;VNEG;NEG;"@PPC_Africa Samsung Galaxy A53 5G 
Available Instore | Only $390
12 Months Warranty
Free Home and Office Delivery in Harare
Contact Sales | 0780773357

#techinc #techinczw #Harare #smartphonesinharare #SamsungA53
#Zimbabwe #trending #explorepage #techzim #galaxystore #iclickzw #samsungzw https://t.co/D127HuEwqa";"@PPC_Africa Samsung Galaxy A53 5G
Available Instore | Only $390
12 Months Warranty
Free Home and Office Delivery in Harare
Contact Sales | 0780773357

#techinc #techinczw #Harare #smartphonesinharare #SamsungA53
#Zimbabwe #trending #explorepage #techzim #galaxystore #iclickzw #samsungzw https://t.co/D127HuEwqa"
makakaseni;2022-09-13 08:24:55;Finance;uyu;UNK;POS;NEG;NEU;NEG;NEG;NEG;@realhusband1 @_itneverrains_ Ehee vanhu vanosiyana uye mafamilies anosiyana. I would love to believe kuti ndikauya ne2k for your Sis munototi muface ari right here uyu;@realhusband1 @_itneverrains_ Yes people are different and families are different. I would love to believe that if I bring 2k for your Sis, you will say in your face, is this right?
AnesuMagobeya;2022-09-15 10:14:36;Home_Affairs;mai;UNK;UNK;POS;NEU;POS;POS;POS;the other day driving this one,ndak omuti chiburuka unokwira mot yamai vavari right ivana...Arghhhhh https://t.co/jqDItboyZW;the other day driving this one, I told you to get off and go up the mot of my mother who is right with the children...Arghhhhh https://t.co/jqDItboyZW
McdeereCompany;2022-09-26 20:19:20;Agriculture;nyama;UNK;UNK;NEU;NEG;NEU;NEU;NEU;@ShadayaKnight Mukuwanza nyama yeTsuro  mutumwa;@ShadayaKnight In abundance Rabbit meat is a messenger
ZimLivesMeta;2022-09-24 18:57:52;Education;mwana;UNK;UNK;VPOS;POS;POS;POS;POS;@MrChelton_ Bvisa Mr pazita rako, uri mwana;@MrChelton_ Get the Mr out of your name, you child
tinotendanyota;2022-09-13 18:32:42;Education;Vana;UNK;UNK;NEU;NEG;NEU;NEU;NEU;Vana sisi vedu murikuzvihwa here izvi https://t.co/KZLZbcjpqU;Our sisters, do you know this? https://t.co/KZLZbcjpqU
MskanaWepaVicto;2022-09-20 10:16:06;Music;Shadaya;UNK;NEG;NEG;NEG;NEU;NEG;NEG;@i_nkalakhata @BlackSupremacyQ Y'all's varikufa nemabhora eblue vachijamba nekuti tave kuonana kuti haufanirwe kupereka nerudo rwedu... all thanks to Shadaya the cat;@i_nkalakhata @BlackSupremacyQ Y'all are dying with blue balls jamming because we see each other that you don't have to give away our love... all thanks to Shadaya the cat
TichafaTmudzana;2022-09-10 19:53:07;Communication;harare;POS;NEG;NEG;VNEG;VNEG;VNEG;NEG;@ccc_harare @nelsonchamisa @Cde_Ostallos @advocatemahere @citizenactionz @CCCDiaspora Zvekumama izvo mnangagwa a ma million emari kuti aparadze Chamisa wozoti peruzeze vana marujata ku UK anogona kuparadza CCC na @nelsonchamisa ndiko kuda kubereka mai nemboro uku ????????????;@ccc_harare @nelsonchamisa @Cde_Ostallos @advocatemahere @citizenactionz @CCCDiaspora For the sake of motherhood, what Mnangagwa has spent millions of money to destroy Chamisa and then say that the children of the UK can destroy the CCC and @nelsonchamisa is the desire to give birth to this mother and daughter ????????????
euclasville;2022-09-20 10:38:44;Music;Shadaya;POS;NEG;VNEG;NEU;VNEG;VNEG;NEG;@MudharaNzou Vanotsamwira Shadaya, but havatsamwire Uebert Angel kana Magaya??;@MudharaNzou They are angry with Shadaya, but they are not angry with Uebert Angel or Magaya??
Nehoreka9;2022-09-27 03:53:19;Defence;chamisa;UNK;NEG;POS;NEU;POS;POS;POS;@ZimHRNGOForum Ngafire mujeri ikozvino ana Chamisa vatodavirwa foni neSADC yose iye ari mujeri;@ZimHRNGOForum Let him die in prison now that Chamisa has already been answered by the entire SADC while he is in prison
Nyashagorwe2;2022-09-18 21:43:29;Defence;chamisa;UNK;POS;POS;VPOS;VPOS;VPOS;POS;@tapiwajk Champion hanzi naPresident Chamisa ukama igasva unozadziswa nekudanana kwete kudya;@tapiwajk Champion hanzi and President Chamisa, a relationship is a relationship that is fulfilled by love, not food
virus_wacho;2022-09-16 18:08:06;Sanitation ;Vanhu;UNK;UNK;NEU;VNEG;NEU;NEU;NEU;@_MakdShelby Vanhu vachiri kuTestwa??;@_MakdShelby People are still being tested??
mutowo_shaun;2022-09-16 14:05:41;Education;Vana;POS;POS;NEU;POS;POS;POS;POS;But mamwe mazita amunopa vana ndevanhu vakuru ... imagine uchinhotora Ruben kucreche??;But some of the names you give children are adults... imagine taking Ruben to creche??
CTemazburg;2022-09-21 08:44:21;Education;Vana;POS;POS;NEU;VNEG;VNEG;VNEG;NEG;@Bartholomewfish @HStvNews @daddyhope avoooo vana vadaddy vatokabira ??????;@Bartholomewfish @HStvNews @daddyhope avoooo daddy's kids are already stealing ??????
Stabile79197362;2022-09-12 04:42:29;Communication;harare;POS;POS;NEU;VNEG;VNEG;VNEG;NEG;"@NMushangwe @KMutisi @Charega1 @nelsonchamisa @rangamataire @VictoriaRuzvid2 @SundayMailZim @HeraldZimbabwe Anogadzira magadziridzo magadziridzo ekugadzirwa, tunnel uye kupi muZimbabwe kusimudzira hupenyu hwechinhanho.

Haisi googled mafoto ezvivakwave nekubva kune chero kutumirwa muhupfumi.

Ngaatange anonga tsvina iri mu Harare?? https://t.co/oX1drkt7rf";"@NMushangwe @KMutisi @Charega1 @nelsonchamisa @rangamataire @VictoriaRuzvid2 @SundayMailZim @HeraldZimbabwe He is making improvements in construction, tunnels and elsewhere in Zimbabwe to improve the quality of life.

It is not googled photos of buildings and from any posting in the economy.

Let him first clean up the dirt in Harare?? https://t.co/oX1drkt7rf"
pain_eeze;2022-09-21 15:39:18;Agriculture;kudya;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;"@greyzephyr1 Ko asi Bota hamuna kudya henyu here?  (In Tinashe Mugabe's voice)

Munyaviri wangu unopera don't worry.????";"@greyzephyr1 What about Bota, haven't you eaten yet? (In Tinashe Mugabe's voice)

My love is gone don't worry.????"
trjongwe;2022-09-15 05:37:06;Home_Affairs;mai;UNK;UNK;POS;POS;VPOS;POS;POS;"@RealTalkFadzie Hauna nyaya mdara. Mai ngavaaende kumusha, muwane mubatsiri ndimutsigire kubva ikoko. Aive nemukana wekuva neimba yake;";"@RealTalkFadzie You have no problem. Let the mother go home, find a helper and support her from there. He had the opportunity to have his own house;"
SimbarasheMapa9;2022-09-22 13:05:09;Agriculture;mombe;UNK;UNK;NEU;VNEG;NEU;NEU;NEU;@WaltJackman 11yrs old ndapedza kufudza mombe;@WaltJackman 11yrs old I finished herding cattle
zimrobbie;2022-09-19 18:32:22;Defence;chiwenga;POS;POS;POS;POS;VPOS;POS;POS;@girlfromZim @MarvellousTonde @nickmangwana Marry Chiwenga humbowo hwebasa rondedzero??;@girlfromZim @MarvellousTonde @nickmangwana Marry Chiwenga proof of work list ??
mashokomakukutu;2022-09-20 09:16:38;Home_Affairs;Baba;UNK;UNK;POS;POS;NEU;POS;POS;@elonmusk @innoe0912 @JitoKayumba @SpaceX And ????Zimbabwe please please baba Musk.;@elonmusk @innoe0912 @JitoKayumba @SpaceX And ??????Zimbabwe please please baba Musk.
phineassimbara1;2022-09-14 11:03:01;Education;Vana;UNK;UNK;NEU;POS;POS;POS;POS;@tabanimcgucci Vatambi, musina vemitambo, vaimbi midzi vanoda rubatsiro mukuronga mari/kuverenga. Mabasa avo mapfupi and also vanoita mari vachiri vana vadiki.;@tabanimcgucci Actors, non-athletes, roots musicians need help with budgeting/accounting. Their jobs are short and they also make money when they are young.
maizzzt;2022-09-18 18:38:08;Education;Vana;UNK;POS;VPOS;POS;VPOS;VPOS;POS;@RealTalkFadzie Vana vakakosha...ukacherechedza izvozvo unobatsirika;@RealTalkFadzie Children are important... if you notice that you will benefit
ArnoldMacDonal9;2022-09-22 05:59:35;Sanitation ;Vanhu;UNK;UNK;NEG;NEU;NEG;NEG;NEG;Vanhu vanoswera vachirwa Hondo vari paPhone;People are on the phone all day fighting the war
MosesLovemore2;2022-09-17 10:37:32;Sanitation ;Vanhu;UNK;UNK;NEU;NEG;NEU;NEU;NEU;@TrapMcarumz Ndogara kuudza vanhu kuti kugona mumwe miedzo kupinda mairi sure coz mumwe yachoo kaaa https://t.co/pSydixLHab;@TrapMcarumz I always tell people that one's ability is a test to get into it sure coz the other one too https://t.co/pSydixLHab
slimtune74;2022-09-12 07:16:00;Finance;uyu;POS;POS;VNEG;NEG;VNEG;VNEG;NEG;@ChefAnthonyDC ??eish uyu anga afa uyu;@ChefAnthonyDC ??eish this one was dead
ngofficials14;2022-09-12 21:07:30;Finance;uyu;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@debrahmatandazw Mwana ane horror uyu;@debrahmatandazw This is a horror kid
NdiniBrandoe;2022-09-21 18:27:54;Education;mwana;POS;POS;VNEG;VNEG;NEU;VNEG;NEG;@roykuchy Haaa iwe mwana adeepisa hake aah aah aah ??????????????;@roykuchy Oh, you child is really fat aah aah aah ??????????????
penzura_wacho;2022-09-21 19:20:25;Sanitation ;Vanhu;UNK;UNK;NEU;NEG;NEU;NEU;NEU;@ethany263 Vanopa vanhu mari here;@ethany263 Do they give people money
AyandaBridget20;2022-09-15 07:12:47;Sanitation ;Vanhu;UNK;NEG;VPOS;POS;POS;POS;POS;@NkoscoDuprie As a ghetto kid ndechitsvagawo.vanhu vane pfungwa dzirinani plus varume verugby necricket vane rudo;@NkoscoDuprie As a ghetto kid I'm also looking for people with better ideas plus rugby and cricket men who have love
Manhambara1;2022-09-15 12:43:19;Sanitation ;Vanhu;UNK;UNK;POS;NEU;NEU;NEU;NEU;@Tinoedzazvimwe1 Chenjerai kune vanhu ve Zanu pf variku famba vachi pinda mudzimba. Vachikumbira kuti mugo vhoterawo ED next year, vaine ma book vachibva vakumbira , phone number, ID /passport ne polling station yako zvekare. Ngati ngarire vanhu ava uye kuudza vamwe kuti musape vanhu zvinhu izvi;@We try some things1 Watch out for people from Zanu pf who are walking and entering houses. Asking you to vote for ED next year, they have books and asked for your phone number, ID/passport and polling station again. Let's watch out for these people and tell others not to give people these things
TatzJustice;2022-09-26 19:48:40;Education;mwana;UNK;UNK;NEG;NEG;VNEG;NEG;NEG;@Bryt_Gp @SheyAnn04 @mbadalet pamwe ndiri mwana mudiki murume asi ari kuudzwa kuti kurwadza pane Pam urimukati. I doubt muno zvaunenge muchiita but then again maybe ndaita mwana handina chandoziva;@Bryt_Gp @SheyAnn04 @mbadalet maybe I'm a little kid man but he's being told that the pain is Pam inside. I doubt what you are doing here, but then again, maybe I have a child, I don't know yet
Gurajena1980;2022-09-14 13:04:56;Finance;uyu;UNK;NEG;NEU;VNEG;VNEG;VNEG;NEG;@HeraldZimbabwe @edmnangagwa @tawandamudimu Bharanzi imhata yemunhu uyu akambodzoka kuzoitei;@HeraldZimbabwe @edmnangagwa @tawandamudimu Balanzi is the man who came back to do what
chitowamombe14;2022-09-12 14:11:17;Communication;harare;UNK;NEG;VNEG;NEG;VNEG;VNEG;NEG;"US$1=700 Bond Notes

From Harare CBD to Warren Park= 500 Bond Notes. 

Chitundumutseremutsere hachisi kukakata hama";"US$1=700 Bond Notes

From Harare CBD to Warren Park= 500 Bond Notes.

A spaceship is not a rocket ship"
Mark_T_D;2022-09-17 21:04:25;Sanitation;kusvika;UNK;UNK;POS;POS;NEU;POS;POS;@drjaytee87 Ndakavhara imwe hama mastatus nekuda kweizvozvo. Daily manheru kusvika mu 40 pix n vids;@drjaytee87 I blocked another brother's status because of that. Daily evening up to 40 pix n vids
madlisaloReece;2022-09-20 19:09:15;Sanitation ;Vanhu;POS;POS;VPOS;NEU;VPOS;VPOS;POS;@kinglyself ???? lol haa unenge uchingoshingirira kusvikira zvaita . Optimism mu vanhu;@kinglyself ???? lol you're just going to persevere until it happens. Optimism in people
Chi_Bison;2022-09-14 10:08:12;Finance;uyu;UNK;UNK;NEG;NEG;NEU;NEG;NEG;@hatiperi_wacho @TanakaShumba04 Uyu akati Justin Bieber anokuda nyenga  hako;@hatiperi_wacho @TanakaShumba04 This one said Justin Bieber loves you
tymeyahsir;2022-09-19 04:25:17;Sanitation ;Vanhu;UNK;POS;VNEG;NEG;VNEG;VNEG;NEG;@mr_zim_fit Vanhu vakaita DEVELOPMENT STUDIES (D.S) neSOCIOLOGY vandinoziva vasina zvavari kuita vakawanda varume  kkkkkkk;@mr_zim_fit The people who have done DEVELOPMENT STUDIES (D.S) and SOCIOLOGY that I know are not doing much men kkkkkkk
yxngn_m;2022-09-24 15:47:46;Agriculture;mvura;UNK;POS;VNEG;VNEG;NEU;VNEG;NEG;@MalcomMsipa @Markovela_zw @just_tine7 Mupurwa ndiwe unofunga mvura kunge maunogara ??;@MalcomMsipa @Markovela_zw @just_tine7 The villager is the one who thinks water is where you live ??
GumpoMandla;2022-09-17 16:14:00;Finance;uyu;POS;POS;NEG;NEU;NEG;NEG;NEG;@_callmesibs Bvunza hako saw some pple in town ndofunga katove kamental dysfunctional katovepo nepisiro wavepo uyu ??????;@_callmesibs Ask me, saw some pple in town and I think it's already mentally dysfunctional, it's already there and this one is here ??????
Innocuousfrayz;2022-09-19 18:10:08;Defence;mbavha;UNK;UNK;VNEG;NEU;VNEG;VNEG;NEG;@cmatewu Mbavha idzi;@cmatewu These thieves
davren_takawira;2022-09-27 07:40:09;Agriculture;sadza;UNK;UNK;NEU;NEU;POS;NEU;NEU;@tinotendamach22 Ini mu hotel pa starter ndototi ka sadza katete, main meal chisadza chidhinha, and finally dessert ndoti ka tadha karinani.;@tinotendamach22 At the hotel, I ordered a small satza for the starter, a brick satza for the main meal, and finally dessert.
SheltonNyadundu;2022-09-14 12:11:54;Sanitation ;Vanhu;UNK;UNK;NEU;NEU;NEG;NEU;NEU;@Theo_Rusike Hausi kuvaziva vanhu ava;@Theo_Rusike You don't know these people
mombe_3;2022-09-18 14:10:52;Finance;mombe;UNK;UNK;POS;POS;VPOS;POS;POS;"@KarenyiKore @CCCZimbabwe Yellow
Zimbabwe yose
Chipinge makadadisa
VP Kore
Shanduko muZimbabwe";"@KarenyiKore @CCCZimbabwe Yellow
All of Zimbabwe
You are proud of it
VP Kore
Change in Zimbabwe"
chitowamombe14;2022-09-20 10:22:31;Sanitation ;Vanhu;POS;POS;NEU;NEU;VPOS;NEU;NEU;@brightonmabs @MadzimaiTiti @Yvie_Bae @ShadayaKnight @KainosMbanda ?????????????? munomboziva here kuti vamwe vanhu tinenge tichida kushanda? Tinoshanda sei manje kana muchitaura zvinotapira kudai?;@brightonmabs @MadzimaiTiti @Yvie_Bae @ShadayaKnight @KainosMbanda ?????????????? do you know that some people want to work? How do we work now when you talk so sweetly?
NyarieMatanhire;2022-09-27 23:04:04;Agriculture;sadza;UNK;UNK;NEG;NEU;NEG;NEG;NEG;Hanzi hee havapindure ma DM edu... Ko toipindura sei uine username yakanzi sadza ne mazondo,  or partyman ,;Hey, they don't answer our DMs... How can we answer if you have a username called sadza ne mazondo, or partyman,
sam_masuka;2022-09-11 04:41:12;Finance;kumba;UNK;POS;VPOS;VPOS;POS;VPOS;POS;@ShuroFarai @hwendec @nelsonchamisa Kuye if I campaign chero ndisina chandapa vanhu ndonohwina zvine mutsindo ndakaudza Vice waChihuri Veterai kt iwewe hausi kuzohwinha siyana nekupa vanhu Tea nechingwa neCup yeRice unofunga kt kumba havana kwavo sugar here.Drill boreholes. vakai maSchool classes etc zvinobatika;@ShuroFarai @hwendec @nelsonchamisa Kuye if I campaign if I don't give anything to the people I will win soundly, I told the Vice of Chihuri Veterai that you are not going to win by giving people tea and bread and a cup of rice do you think they don't have sugar at home. Drill boreholes. build school classes etc that are tangible
FaffieManhuhwa;2022-09-27 12:59:43;Agriculture;kudya;POS;POS;VNEG;NEG;VNEG;VNEG;NEG;@MatopeNigell Kuda kudya too much??;@MatopeNigell Want to eat too much??
Mukwasha_Nyama;2022-09-26 19:31:14;Agriculture;nyama;UNK;UNK;NEU;VNEG;NEU;NEU;NEU;@tinotendanyota Zvibhorani izvi;@tinotendanyota Drill these
ollyolmert;2022-09-20 09:32:18;Education;mwana;UNK;UNK;POS;POS;VPOS;POS;POS;@Takundaskar Haaa chiregayi mwana boiz;@Takundaskar Oh let it go baby boyz
warrior_naked;2022-09-14 14:03:04;Home_Affairs;mai;UNK;UNK;POS;NEU;POS;POS;POS;"@Mambo_Tsonga05 Ndichingoona macomments. Ko Mai wacho aizotaura zviri nani nokutumira mushe?

I think kungobuda pachena is best so that there won't be blame games";"@Mambo_Tsonga05 Just seeing the comments. Would the Mother speak better by sending a message?

I think just being open is best so that there won't be blame games"
